Case study,Year,Seed,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Rome,2006,21,0.912946673,0.020414506,0.659212088,0.7491454,0.726935493,0.610106549,0.627280598,0.693453042,0.668653387,0.644015228,0.711840429,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,22,0.91277429,0.018650969,0.658485682,0.748862149,0.724013976,0.611352215,0.627620592,0.693565992,0.661568674,0.645492343,0.711663056,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,23,0.912624392,0.01670858,0.659039134,0.748773633,0.72580584,0.616957712,0.627471845,0.693735417,0.667563431,0.646969458,0.711663056,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,24,0.912631887,0.017226091,0.659661767,0.748525788,0.724948861,0.613220714,0.627301847,0.694017793,0.664838541,0.646969458,0.712549919,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,25,0.912826754,0.017473927,0.659350451,0.748844446,0.724403511,0.605746718,0.62708935,0.692718865,0.665928497,0.642538112,0.71176948,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,26,0.912916693,0.020543704,0.659661767,0.749729606,0.727363982,0.617580545,0.627471845,0.693396567,0.670833299,0.644015228,0.712319335,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,27,0.912646877,0.017708631,0.659869312,0.749039181,0.725182583,0.613843547,0.627344347,0.693283617,0.671105788,0.647708016,0.712035539,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,28,0.913021622,0.018987678,0.657793868,0.749570278,0.726974447,0.618203378,0.626940603,0.694187218,0.663748585,0.646969458,0.711982327,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,29,0.912437019,0.016598787,0.657724686,0.748986071,0.728454682,0.620071877,0.627726841,0.693791893,0.668108409,0.6462309,0.711875903,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,30,0.912819259,0.018472343,0.65931586,0.749906639,0.725455258,0.610106549,0.627556843,0.694130743,0.67056081,0.650662246,0.712106488,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,31,0.912714331,0.020000523,0.658693227,0.749357839,0.727091307,0.613843547,0.627280598,0.694074268,0.666473475,0.644753785,0.712266123,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,32,0.912819259,0.021396242,0.656721555,0.749163104,0.726974447,0.610729382,0.627238098,0.693961318,0.666473475,0.646969458,0.712141962,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,33,0.912931683,0.020474512,0.659281269,0.749464058,0.72537735,0.62069471,0.627726841,0.693791893,0.66783592,0.649923689,0.712159699,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,34,0.912969158,0.018671455,0.659073725,0.748189427,0.724637233,0.615712046,0.627684341,0.694413119,0.666745964,0.646969458,0.712141962,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,35,0.912841744,0.019031399,0.659765539,0.74875593,0.726701772,0.621317543,0.626961852,0.693509517,0.668108409,0.646969458,0.711627581,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,36,0.912811765,0.018790765,0.658658636,0.749835826,0.726117468,0.619449044,0.62708935,0.693565992,0.667290942,0.648446573,0.711946852,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,37,0.912909198,0.018987043,0.660007674,0.748472678,0.724559325,0.610106549,0.627344347,0.694356644,0.673558189,0.644753785,0.711592107,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,38,0.912864229,0.018875468,0.657551732,0.749304729,0.726623865,0.615712046,0.627705591,0.693396567,0.666473475,0.647708016,0.711645319,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,39,0.912991642,0.017504449,0.660837852,0.748826742,0.724793047,0.612597881,0.627556843,0.693678942,0.662113652,0.647708016,0.711734005,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,40,0.912826754,0.018822607,0.657966821,0.749959748,0.724793047,0.62069471,0.628066836,0.69486492,0.663203607,0.649185131,0.712425758,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,41,0.912594412,0.017357379,0.658969952,0.748791336,0.7270134,0.619449044,0.627216848,0.694017793,0.668108409,0.646969458,0.711734005,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,42,0.912811765,0.016869251,0.659281269,0.749304729,0.727753518,0.615089213,0.627450595,0.694413119,0.662386141,0.6462309,0.712071013,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,43,0.912369565,0.015803598,0.659177497,0.748862149,0.72646805,0.630037205,0.628173084,0.693678942,0.671923255,0.645492343,0.712319335,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,44,0.912429524,0.014393952,0.659073725,0.749428652,0.726429097,0.616334879,0.6271106,0.694695495,0.667018453,0.647708016,0.711929115,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,45,0.912871724,0.01882382,0.659350451,0.749340136,0.727714564,0.618203378,0.627280598,0.693283617,0.666745964,0.647708016,0.712017801,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,46,0.912511968,0.016476476,0.658243547,0.748826742,0.724364558,0.623186042,0.62781184,0.693961318,0.667018453,0.647708016,0.712071013,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,47,0.912699341,0.018008992,0.659488813,0.749092291,0.726662818,0.613220714,0.627705591,0.694130743,0.66783592,0.644015228,0.712195174,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,48,0.912504473,0.0145533,0.660457354,0.748525788,0.72689654,0.616334879,0.626961852,0.693791893,0.670833299,0.647708016,0.712159699,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,49,0.912969158,0.01944477,0.659108315,0.749959748,0.726390143,0.610729382,0.627408096,0.693678942,0.667290942,0.648446573,0.712017801,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
